filename,class,xmin,ymin,xmax,ymax
0509_jpg.rf.eee076a8b31d292334db6e90aab4961f.jpg,Mask,111,58,124,76
0509_jpg.rf.eee076a8b31d292334db6e90aab4961f.jpg,Mask,38,66,49,80
0509_jpg.rf.eee076a8b31d292334db6e90aab4961f.jpg,Mask,234,65,254,88
0509_jpg.rf.eee076a8b31d292334db6e90aab4961f.jpg,Mask,205,76,224,98
0510_jpg.rf.36c1410a5efe078e1b3cf22aff92387b.jpg,Mask,106,104,165,189
0511_jpg.rf.f9e103538f9646be3c058198b56bbac6.jpg,Mask,221,117,244,136
0511_jpg.rf.f9e103538f9646be3c058198b56bbac6.jpg,Mask,86,140,90,149
0512_jpg.rf.76d03362920cbc06398e5632689f3099.jpg,Mask,161,102,205,182
0513_jpg.rf.9578e0519f8579e2f306b681e9c60be9.jpg,Mask,33,100,43,118
0513_jpg.rf.9578e0519f8579e2f306b681e9c60be9.jpg,Mask,89,128,99,143
0514_jpg.rf.6df58b275f3650972d425b858c5d1439.jpg,Mask,83,97,94,116
0514_jpg.rf.6df58b275f3650972d425b858c5d1439.jpg,Mask,182,31,196,52
0514_jpg.rf.6df58b275f3650972d425b858c5d1439.jpg,Mask,233,83,247,99
0515_jpg.rf.4e07ce41ed36cb2339a705efe3c9374d.jpg,Mask,114,176,244,276
0516_jpg.rf.44c09f715b598eba4d9079e52dec228d.jpg,Mask,125,151,204,250
0517_jpg.rf.60e928493445adaffae9937508ba7d71.jpg,Mask,179,131,198,152
0517_jpg.rf.60e928493445adaffae9937508ba7d71.jpg,Mask,69,72,88,105
0518_jpg.rf.a5149290fb9bc6be728e139a810ad8cc.jpg,Mask,106,110,153,194
0519_jpg.rf.d6967f0e0d390cc7baba401fd1db96ea.jpg,Mask,59,100,102,174
0519_jpg.rf.d6967f0e0d390cc7baba401fd1db96ea.jpg,None,137,91,185,178
0519_jpg.rf.d6967f0e0d390cc7baba401fd1db96ea.jpg,None,106,90,133,154
0519_jpg.rf.d6967f0e0d390cc7baba401fd1db96ea.jpg,None,194,79,224,135
0519_jpg.rf.d6967f0e0d390cc7baba401fd1db96ea.jpg,None,285,30,300,139
0520_jpg.rf.199be059bc72fbbdfb6066080ff259aa.jpg,Mask,30,85,207,300
0521_jpg.rf.f6e5c8b6597d22449c55a60294af8ef3.jpg,Mask,237,109,300,177
0521_jpg.rf.f6e5c8b6597d22449c55a60294af8ef3.jpg,Mask,27,149,80,202
0521_jpg.rf.f6e5c8b6597d22449c55a60294af8ef3.jpg,Mask,99,182,158,250
0521_jpg.rf.f6e5c8b6597d22449c55a60294af8ef3.jpg,Mask,172,65,219,129
0522_jpg.rf.48a69c3e9b4493e8e45650f772cdcc23.jpg,Mask,110,139,142,194
0523_jpg.rf.c0e7eb40dd8a63ea1c42c8340f61fb92.jpg,Mask,65,121,139,184
0523_jpg.rf.c0e7eb40dd8a63ea1c42c8340f61fb92.jpg,Mask,254,73,270,111
0523_jpg.rf.c0e7eb40dd8a63ea1c42c8340f61fb92.jpg,Mask,210,75,234,122
0524_jpg.rf.fcefa21593c58ead25c7cf1e8320bea1.jpg,None,174,70,203,134
0524_jpg.rf.fcefa21593c58ead25c7cf1e8320bea1.jpg,Mask,53,90,75,132
0524_jpg.rf.fcefa21593c58ead25c7cf1e8320bea1.jpg,None,103,53,134,108
0525_jpg.rf.410cdeeafb14965ed3e70c2c8dee4e72.jpg,Mask,109,60,123,93
0525_jpg.rf.410cdeeafb14965ed3e70c2c8dee4e72.jpg,Mask,210,55,231,120
0526_jpg.rf.98e2a101734a6898c91647e0f731d024.jpg,Mask,125,98,184,181
0527_jpg.rf.5ac29acd99b7831a3dc6b5d0b2b1526c.jpg,Mask,84,92,159,180
0528_jpg.rf.55d4cd680d6bec4ca024a42d86e5fb48.jpg,Mask,201,98,224,129
0529_jpg.rf.f88435cfca9de948f698e16028784218.jpg,None,60,39,80,85
0529_jpg.rf.f88435cfca9de948f698e16028784218.jpg,None,192,51,224,99
0529_jpg.rf.f88435cfca9de948f698e16028784218.jpg,Mask,80,92,95,109
0529_jpg.rf.f88435cfca9de948f698e16028784218.jpg,Mask,108,126,119,141
0530_jpg.rf.2599887bb7228c7783a1bfaae5d0b2ef.jpg,Mask,37,108,61,146
0530_jpg.rf.2599887bb7228c7783a1bfaae5d0b2ef.jpg,Mask,100,116,172,202
0531_jpg.rf.81801cff57af76725a579fc1fefe04e1.jpg,Mask,102,73,125,110
0532_jpg.rf.7de2512713d3608a381901392ca2c343.jpg,Mask,89,80,153,144
0533_jpg.rf.8cf540185b2c154acaff044f20e7988b.jpg,Mask,64,128,130,219
0534_jpg.rf.ab2f22e0ba67765d2d7e4771242ad627.jpg,Mask,102,98,116,111
0534_jpg.rf.ab2f22e0ba67765d2d7e4771242ad627.jpg,Mask,242,99,256,114
0534_jpg.rf.ab2f22e0ba67765d2d7e4771242ad627.jpg,Mask,38,100,50,115
0534_jpg.rf.ab2f22e0ba67765d2d7e4771242ad627.jpg,Mask,182,125,194,138
0535_jpg.rf.4d08446d8d9cd5045e0ed6a3245162ae.jpg,Mask,12,91,44,120
0535_jpg.rf.4d08446d8d9cd5045e0ed6a3245162ae.jpg,Mask,92,109,110,123
0535_jpg.rf.4d08446d8d9cd5045e0ed6a3245162ae.jpg,Mask,61,74,71,93
0535_jpg.rf.4d08446d8d9cd5045e0ed6a3245162ae.jpg,Mask,162,74,176,96
0535_jpg.rf.4d08446d8d9cd5045e0ed6a3245162ae.jpg,Mask,179,69,192,90
0535_jpg.rf.4d08446d8d9cd5045e0ed6a3245162ae.jpg,Mask,216,76,229,92
0535_jpg.rf.4d08446d8d9cd5045e0ed6a3245162ae.jpg,Mask,234,70,249,87
0535_jpg.rf.4d08446d8d9cd5045e0ed6a3245162ae.jpg,Mask,42,73,59,101
0535_jpg.rf.4d08446d8d9cd5045e0ed6a3245162ae.jpg,None,111,33,129,69
0535_jpg.rf.4d08446d8d9cd5045e0ed6a3245162ae.jpg,None,264,53,281,83
0536_jpg.rf.e433d222652c5dd8606e6a32a972ec70.jpg,None,9,104,42,171
0536_jpg.rf.e433d222652c5dd8606e6a32a972ec70.jpg,None,120,140,152,206
0536_jpg.rf.e433d222652c5dd8606e6a32a972ec70.jpg,Mask,99,48,122,79
0536_jpg.rf.e433d222652c5dd8606e6a32a972ec70.jpg,Mask,197,77,224,110
0538_jpg.rf.8558b618b932806fbaaba05686823a69.jpg,Mask,184,92,238,174
0540_jpg.rf.089c47fe230b9715b27fe86da35454ae.jpg,Mask,120,119,187,179
0541_jpg.rf.e39f0a1acc28f864b8e5f1cc67dd8134.jpg,None,174,47,186,68
0541_jpg.rf.e39f0a1acc28f864b8e5f1cc67dd8134.jpg,Mask,127,59,141,82
0542_jpg.rf.e0ecb368ab67fa46dab1025c99076484.jpg,Mask,76,97,88,113
0542_jpg.rf.e0ecb368ab67fa46dab1025c99076484.jpg,None,185,128,209,157
0542_jpg.rf.e0ecb368ab67fa46dab1025c99076484.jpg,None,8,138,34,189
0542_jpg.rf.e0ecb368ab67fa46dab1025c99076484.jpg,Mask,135,36,144,43
0542_jpg.rf.e0ecb368ab67fa46dab1025c99076484.jpg,None,88,76,96,97
0543_jpg.rf.4adae97037ab5179642cb87bc373b842.jpg,Mask,75,145,120,193
0543_jpg.rf.4adae97037ab5179642cb87bc373b842.jpg,Mask,167,156,208,196
0543_jpg.rf.4adae97037ab5179642cb87bc373b842.jpg,Mask,131,52,165,86
0544_jpg.rf.8b0c4a011db0a7455f749d91ad5a129f.jpg,Mask,100,111,187,249
0545_jpg.rf.6688dafc9c502c28fbce24edf92afbfa.jpg,Mask,209,48,235,81
0545_jpg.rf.6688dafc9c502c28fbce24edf92afbfa.jpg,Mask,187,54,203,77
0545_jpg.rf.6688dafc9c502c28fbce24edf92afbfa.jpg,Mask,130,58,145,76
0545_jpg.rf.6688dafc9c502c28fbce24edf92afbfa.jpg,Mask,11,58,28,77
0545_jpg.rf.6688dafc9c502c28fbce24edf92afbfa.jpg,None,257,57,272,86
0545_jpg.rf.6688dafc9c502c28fbce24edf92afbfa.jpg,Mask,100,64,114,84
0545_jpg.rf.6688dafc9c502c28fbce24edf92afbfa.jpg,Mask,152,69,171,94
0545_jpg.rf.6688dafc9c502c28fbce24edf92afbfa.jpg,Mask,39,77,57,99
0546_jpg.rf.65f732f0ba551ac077b3e0b35d945453.jpg,Mask,171,112,246,205
0548_jpg.rf.2c2df37cb82ded843a68324dee13c1f7.jpg,Mask,98,73,131,133
0549_jpg.rf.fb8d5cccbcea3e5c5b7806adb8a3a26e.jpg,Mask,163,101,186,137
0549_jpg.rf.fb8d5cccbcea3e5c5b7806adb8a3a26e.jpg,Mask,100,110,133,153
0550_jpg.rf.9371ab8362530a5527b483d068f4a492.jpg,Mask,171,79,207,132
0550_jpg.rf.9371ab8362530a5527b483d068f4a492.jpg,None,258,28,291,103
0551_jpg.rf.9b29ffa638c26183116bbd38a23620f7.jpg,Mask,108,48,127,85
0551_jpg.rf.9b29ffa638c26183116bbd38a23620f7.jpg,Mask,64,47,86,87
0552_jpg.rf.e1cb7b21cfe89f8dc2d2aa1fb9a65261.jpg,None,93,114,102,131
0552_jpg.rf.e1cb7b21cfe89f8dc2d2aa1fb9a65261.jpg,Mask,229,123,236,138
0552_jpg.rf.e1cb7b21cfe89f8dc2d2aa1fb9a65261.jpg,Mask,265,123,273,138
0552_jpg.rf.e1cb7b21cfe89f8dc2d2aa1fb9a65261.jpg,Mask,28,130,37,141
0552_jpg.rf.e1cb7b21cfe89f8dc2d2aa1fb9a65261.jpg,Mask,250,134,259,149
0552_jpg.rf.e1cb7b21cfe89f8dc2d2aa1fb9a65261.jpg,Mask,162,145,169,152
0552_jpg.rf.e1cb7b21cfe89f8dc2d2aa1fb9a65261.jpg,None,229,144,236,159
0553_jpg.rf.1d9aa0b5d285b67354275b1d195c77d8.jpg,Mask,33,100,44,115
0553_jpg.rf.1d9aa0b5d285b67354275b1d195c77d8.jpg,None,89,132,99,143
0554_jpg.rf.d5a46b5b2ac634ecd4f12a31f280b129.jpg,Mask,44,140,65,168
0554_jpg.rf.d5a46b5b2ac634ecd4f12a31f280b129.jpg,Mask,216,146,233,174
0554_jpg.rf.d5a46b5b2ac634ecd4f12a31f280b129.jpg,Mask,150,44,169,67
0555_jpg.rf.3736fe0ba436e0dfde5b769a2fa6ede2.jpg,Mask,67,145,207,300
0556_jpg.rf.07943ff2907f7e957b202983b5201b45.jpg,Mask,154,100,207,209
0557_jpg.rf.e3696ec073ef6fe57f1071307a204e43.jpg,Mask,195,68,241,125
0557_jpg.rf.e3696ec073ef6fe57f1071307a204e43.jpg,Mask,68,96,102,139
0557_jpg.rf.e3696ec073ef6fe57f1071307a204e43.jpg,None,117,70,157,147
0557_jpg.rf.e3696ec073ef6fe57f1071307a204e43.jpg,Mask,41,89,57,108
0557_jpg.rf.e3696ec073ef6fe57f1071307a204e43.jpg,Mask,282,58,294,76
0558_jpg.rf.22f121b6ad5ee9283dfca74b9d7e6f7f.jpg,Mask,66,68,109,132
0560_jpg.rf.eb84ee0876930a6a9440b97ebac75202.jpg,Mask,66,124,78,141
0560_jpg.rf.eb84ee0876930a6a9440b97ebac75202.jpg,Mask,21,128,33,143
0560_jpg.rf.eb84ee0876930a6a9440b97ebac75202.jpg,Mask,225,138,231,154
0560_jpg.rf.eb84ee0876930a6a9440b97ebac75202.jpg,Mask,153,138,161,158
0560_jpg.rf.eb84ee0876930a6a9440b97ebac75202.jpg,Mask,171,140,183,156
0560_jpg.rf.eb84ee0876930a6a9440b97ebac75202.jpg,Mask,192,145,204,161
0561_jpg.rf.0b1b823a623849bff2b448129ba2a653.jpg,Mask,169,131,251,213
0561_jpg.rf.0b1b823a623849bff2b448129ba2a653.jpg,Mask,90,122,142,250
0562_jpg.rf.10c84765018bfd16ae3567fbcabfd7e3.jpg,Mask,188,53,207,75
0562_jpg.rf.10c84765018bfd16ae3567fbcabfd7e3.jpg,Mask,137,63,153,86
0562_jpg.rf.10c84765018bfd16ae3567fbcabfd7e3.jpg,Mask,253,56,272,75
0562_jpg.rf.10c84765018bfd16ae3567fbcabfd7e3.jpg,Mask,100,70,116,87
0562_jpg.rf.10c84765018bfd16ae3567fbcabfd7e3.jpg,Mask,43,59,60,75
0562_jpg.rf.10c84765018bfd16ae3567fbcabfd7e3.jpg,None,68,56,83,82
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,238,280,269,300
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,200,277,230,300
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,33,218,59,248
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,99,214,129,242
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,157,227,181,255
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,140,218,162,246
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,247,230,277,257
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,68,238,94,263
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,203,185,226,213
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,232,184,251,207
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,277,229,297,251
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,287,199,300,224
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,267,173,288,192
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,192,145,212,165
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,165,164,183,184
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,136,138,155,163
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,218,116,239,135
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,68,152,85,165
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,45,154,61,174
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,28,155,47,172
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,3,145,27,162
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,237,122,255,142
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,259,97,279,114
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,277,152,295,166
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,89,102,111,122
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,61,99,81,116
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,35,117,56,133
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,66,185,85,210
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,195,59,209,75
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,214,56,227,68
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,28,73,42,89
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,0,104,8,122
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,286,92,300,110
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,277,97,284,113
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,104,143,122,159
0563_jpg.rf.87246f33d7bc4fe60de9edcb6ba969fa.jpg,Mask,178,234,201,261
0564_jpg.rf.bf633bc18f174d208a842292c9ba2c34.jpg,Mask,68,82,107,151
0564_jpg.rf.bf633bc18f174d208a842292c9ba2c34.jpg,None,213,37,241,90
0565_jpg.rf.695872cb70a44f82f05db834e39c966f.jpg,Mask,127,235,161,255
0566_jpg.rf.82afb8b9d1ba2691ef29571b8b11d57f.jpg,Mask,170,126,212,183
0567_jpg.rf.f40f1d49cfdf1782e912ace17b5076b2.jpg,Mask,146,95,193,160
0567_jpg.rf.f40f1d49cfdf1782e912ace17b5076b2.jpg,Mask,250,115,273,161
0567_jpg.rf.f40f1d49cfdf1782e912ace17b5076b2.jpg,Mask,49,160,68,199
0568_jpg.rf.6d21d4f6ee9fea7abd7899f1b206adc5.jpg,None,106,84,122,127
0568_jpg.rf.6d21d4f6ee9fea7abd7899f1b206adc5.jpg,Mask,176,116,215,172
0568_jpg.rf.6d21d4f6ee9fea7abd7899f1b206adc5.jpg,None,40,65,62,112
0568_jpg.rf.6d21d4f6ee9fea7abd7899f1b206adc5.jpg,None,70,76,89,120
0569_jpg.rf.785e20738d3d47a68513bbedbb992a61.jpg,None,55,94,139,254
0569_jpg.rf.785e20738d3d47a68513bbedbb992a61.jpg,None,230,155,251,182
0569_jpg.rf.785e20738d3d47a68513bbedbb992a61.jpg,None,195,198,219,236
0569_jpg.rf.785e20738d3d47a68513bbedbb992a61.jpg,Mask,7,193,26,214
0569_jpg.rf.785e20738d3d47a68513bbedbb992a61.jpg,None,41,170,57,203
0569_jpg.rf.785e20738d3d47a68513bbedbb992a61.jpg,None,163,140,176,165
0570_jpg.rf.17a8044857310a94a114d8b502d1b745.jpg,Mask,166,144,215,220
0571_jpg.rf.68e6e03ce22d5e0d6f1224408f67731c.jpg,None,126,45,179,178
0572_jpg.rf.f511de054ec306840c8fa39958a9ddd3.jpg,Mask,99,122,158,241
0573_jpg.rf.cf483b110e4b3feef2416c352050a9b2.jpg,Mask,179,90,236,162
0574_jpg.rf.93d2363392ee9914419fd709a0679e98.jpg,Mask,240,63,251,82
0574_jpg.rf.93d2363392ee9914419fd709a0679e98.jpg,Mask,153,70,167,84
0574_jpg.rf.93d2363392ee9914419fd709a0679e98.jpg,Mask,76,72,85,90
0575_jpg.rf.6a9c08add1fb3ab024253ca3f49fff29.jpg,Mask,169,101,201,145
0575_jpg.rf.6a9c08add1fb3ab024253ca3f49fff29.jpg,Mask,103,114,131,162
0576_jpg.rf.355aa27dfc71c62bdfadf1c9fe2d091f.jpg,Mask,115,84,194,173
0577_jpg.rf.3ae6eb50db4a44e6d7004595f3582d47.jpg,Mask,44,82,97,150
0577_jpg.rf.3ae6eb50db4a44e6d7004595f3582d47.jpg,Mask,212,88,259,158
0577_jpg.rf.3ae6eb50db4a44e6d7004595f3582d47.jpg,None,82,176,114,243
0578_jpg.rf.586dd74d590170f34d604977fdb81626.jpg,Mask,102,95,126,130
0578_jpg.rf.586dd74d590170f34d604977fdb81626.jpg,Mask,184,79,237,146
0578_jpg.rf.586dd74d590170f34d604977fdb81626.jpg,Mask,151,131,170,150
0578_jpg.rf.586dd74d590170f34d604977fdb81626.jpg,Mask,7,153,43,185
0579_jpg.rf.17572ca75613dfad61be942bc25ebbd7.jpg,Mask,151,131,168,156
0579_jpg.rf.17572ca75613dfad61be942bc25ebbd7.jpg,Mask,239,100,254,123
0579_jpg.rf.17572ca75613dfad61be942bc25ebbd7.jpg,Mask,226,102,243,117
0579_jpg.rf.17572ca75613dfad61be942bc25ebbd7.jpg,Mask,249,59,267,77
0579_jpg.rf.17572ca75613dfad61be942bc25ebbd7.jpg,Mask,38,89,54,110
0579_jpg.rf.17572ca75613dfad61be942bc25ebbd7.jpg,Mask,105,35,119,51
0579_jpg.rf.17572ca75613dfad61be942bc25ebbd7.jpg,Mask,207,33,222,48
0579_jpg.rf.17572ca75613dfad61be942bc25ebbd7.jpg,Mask,34,0,50,15
0580_jpg.rf.1af6f45bc72f6370abfb4ae4422e31d6.jpg,Mask,104,128,208,217
0581_jpg.rf.e65e97ccb5450914d6e49c2a07bcbea5.jpg,Mask,142,52,166,78
0581_jpg.rf.e65e97ccb5450914d6e49c2a07bcbea5.jpg,Mask,38,53,64,83
0581_jpg.rf.e65e97ccb5450914d6e49c2a07bcbea5.jpg,Mask,250,79,275,104
0582_jpg.rf.7ff988a6222d44cad2de10d40bfc87de.jpg,Mask,179,64,214,99
0583_jpg.rf.f8ca5511e0c2cc0704355326d90486c8.jpg,Mask,95,123,117,155
0583_jpg.rf.f8ca5511e0c2cc0704355326d90486c8.jpg,Mask,170,72,199,118
0584_jpg.rf.62c5478a379391f23e432ce4f68f9c20.jpg,Mask,139,124,152,137
0584_jpg.rf.62c5478a379391f23e432ce4f68f9c20.jpg,None,228,31,247,64
0585_jpg.rf.298dd0c008d2cd109ff649333c837fbd.jpg,Mask,163,86,216,174
0586_jpg.rf.122f25a64f0a05751f3ad60a277cf18f.jpg,Mask,45,112,90,156
0586_jpg.rf.122f25a64f0a05751f3ad60a277cf18f.jpg,Mask,183,114,223,158
0587_jpg.rf.8da206fc6c307a62bb6adb5a7c85410c.jpg,Mask,119,38,170,68
0588_jpg.rf.029f2784a613af20ff281d1a8585f9f3.jpg,Mask,127,96,202,215
0589_jpg.rf.22c3d80b4e5f6a85721d0dccb1ed91d2.jpg,Mask,7,29,14,37
0589_jpg.rf.22c3d80b4e5f6a85721d0dccb1ed91d2.jpg,Mask,56,31,64,40
0589_jpg.rf.22c3d80b4e5f6a85721d0dccb1ed91d2.jpg,Mask,21,34,30,45
0589_jpg.rf.22c3d80b4e5f6a85721d0dccb1ed91d2.jpg,Mask,90,32,103,49
0589_jpg.rf.22c3d80b4e5f6a85721d0dccb1ed91d2.jpg,Mask,32,33,42,50
0589_jpg.rf.22c3d80b4e5f6a85721d0dccb1ed91d2.jpg,Mask,248,32,262,58
0589_jpg.rf.22c3d80b4e5f6a85721d0dccb1ed91d2.jpg,Mask,163,39,179,59
0589_jpg.rf.22c3d80b4e5f6a85721d0dccb1ed91d2.jpg,Mask,182,49,205,80
0590_jpg.rf.2a7b67a9ee23b32a4b50d4578671d072.jpg,Mask,180,84,224,143
0591_jpg.rf.5c163af1524c952b10a8583e97a7cf98.jpg,Mask,160,111,213,210
0591_jpg.rf.5c163af1524c952b10a8583e97a7cf98.jpg,Mask,30,149,133,295
0592_jpg.rf.255d270a73ce95f4daeb830d009b8c89.jpg,Mask,90,113,191,212
0593_jpg.rf.49964c3b4eb9459d8d269133f0ef396f.jpg,Mask,146,117,178,173
0593_jpg.rf.49964c3b4eb9459d8d269133f0ef396f.jpg,Mask,63,22,99,84
0593_jpg.rf.49964c3b4eb9459d8d269133f0ef396f.jpg,Mask,206,63,227,102
0594_jpg.rf.b26f69d29666a15c5a2ef58bb87adfd4.jpg,Mask,207,55,237,105
0594_jpg.rf.b26f69d29666a15c5a2ef58bb87adfd4.jpg,None,119,68,153,119
0595_jpg.rf.924685cd62baf49b56dee33be498e9cb.jpg,Mask,65,124,221,298
0596_jpg.rf.28d892e50cd52541145ccf5a5842a75c.jpg,Mask,59,71,235,298
0597_jpg.rf.8ff25e9facfbb37e78fcada86b479c36.jpg,Mask,85,115,114,175
0598_jpg.rf.dc85362bc9cb03baf2230d6462b25433.jpg,Mask,123,142,188,255
0599_jpg.rf.4a6b3158ae5812c779b5cc51e0113956.jpg,Mask,41,91,63,122
0599_jpg.rf.4a6b3158ae5812c779b5cc51e0113956.jpg,Mask,85,47,110,85
0599_jpg.rf.4a6b3158ae5812c779b5cc51e0113956.jpg,Mask,156,57,172,80
0600_jpg.rf.798d4145ff8885a13190f0eb6b7d5c3d.jpg,Mask,75,100,179,216
0601_jpg.rf.1b2c7cf54f02d8c055a062fdd87ce71e.jpg,Mask,182,108,234,172
0602_jpg.rf.76e928ebb63c6620d6f30c635a9c0b3a.jpg,Mask,35,145,225,298
0603_jpg.rf.2800c7bd1aa430629b220ce1c8b4fb99.jpg,Mask,198,122,229,161
0603_jpg.rf.2800c7bd1aa430629b220ce1c8b4fb99.jpg,Mask,88,153,127,183
0604_jpg.rf.d4429ee3eea84e47f81238163b09b96c.jpg,Mask,93,118,241,180
0605_jpg.rf.db41fcc1c6d942ddc159759da8e15e9e.jpg,Mask,155,91,171,120
0605_jpg.rf.db41fcc1c6d942ddc159759da8e15e9e.jpg,Mask,101,64,123,87
